,comments,sentiments,clean_comments
213,Hamro ne euta chitwan ko manxe le loan liyara farar vayako xa jasly garda mero pariwar ko estiti ahily nekai kamjoor vayako xa sarkaar police ma report dida ne kei garna sakinan if there anyone who help me plz?,0,hamro ne euta chitwan ko manxe le loan liyara farar vayako xa jasly garda mero pariwar ko estiti ahily nekai kamjoor vayako xa sarkaar police report dida ne kei garna sakinan anyone help plz
214,Birgunj mahanagar palika ma ta 30 dekhi 40 % percentage biyaj tyo pani 1 month ma jasto case pani xa,0,birgunj mahanagar palika ta 30 dekhi 40 percentage biyaj tyo pani 1 month jasto case pani xa
215,Hi sir,1,hi sir
216,You are right kin janxan afai hamfal nah kin janxan bank ma kin nah jan xxx,0,right kin janxan afai hamfal nah kin janxan bank kin nah jan xxx
217,Nepal ko rog ho yo. Failina dinu hudaina yo natra des lai nai dherai asar parxa.,0,nepal ko rog ho yo failina dinu hudaina yo natra de lai nai dherai asar parxa
218,finance and bank le chai k gari fasaunxa tyo ni bujhna paye hunthyo,0,finance bank le chai k gari fasaunxa tyo ni bujhna paye hunthyo
219,expose yeti airlines,1,expose yeti airline
220,Nepal ma yeti derai plance crash kina hunca detial vedio banaunus brother,0,nepal yeti derai plance crash kina hunca detial vedio banaunus brother
221,Nepal ko bank ni meter byaji vanda kam xaina,0,nepal ko bank ni meter byaji vanda kam xaina
222,Bank le kina 15% 18% lincha ta,0,bank le kina 15 18 lincha ta
223,Meter byaj la byaj dea na bhana aadha nepal dubxa. Kina bhana bank la loan nai dida na. Meter byaj la bikriti pane lya ko xa tara Kate ramro biyaj dina manxa haru pane xa. हाम्रो 1ta uncle la 1ta manxa li aaja bhanda lagbhag 12 barsa aagadi 10 lakh dako thyo but tyo manxa la lako 1 barsa ko byaj matra dako xa. अहिले mai jorda tyo byaj ko siyaj milai ra 75 lakh bhanda badhi ve sakyo. Tyo manxa la paisa nai derako xaina. Tara tyo manxa la afno ghar uncle ko name ma xa. Maila bhanna khoja ko ho loan line manxa pane paisa lea pachi paisa dinu paryo loan dina li. Kina bhana loan dina manxa ko pane paisa gako hunxa. Tyo manxa la pane kasare xodxa ta.,0,meter byaj la byaj dea na bhana aadha nepal dubxa kina bhana bank la loan nai dida na meter byaj la bikriti pane lya ko xa tara kate ramro biyaj dina manxa haru pane xa 1ta uncle la 1ta manxa li aaja bhanda lagbhag 12 barsa aagadi 10 lakh dako thyo tyo manxa la lako 1 barsa ko byaj matra dako xa mai jorda tyo byaj ko siyaj milai ra 75 lakh bhanda badhi sakyo tyo manxa la paisa nai derako xaina tara tyo manxa la afno ghar uncle ko name xa maila bhanna khoja ko ho loan line manxa pane paisa lea pachi paisa dinu paryo loan dina li kina bhana loan dina manxa ko pane paisa gako hunxa tyo manxa la pane kasare xodxa ta
224,"Daju yo rajya mantri ra mantri ko farak k hunx
short video vaya ni banau nu na",0,daju yo rajya mantri ra mantri ko farak k hunx short video vaya ni banau nu na
225,"Bro tahi voera rin linay denay kam ramro hoina, tara rin liya paxi time mai ternu parxa, rin linay pani ustai hunxna linay bela luhh biralo paya paxi bag hunxna",0,bro tahi voera rin linay denay kam ramro hoina tara rin liya paxi time mai ternu parxa rin linay pani ustai hunxna linay bela luhh biralo paya paxi bag hunxna
226,Hello nepali comment team can you make a detail video on the 12 people of nepal killed in saudi arab by isis.,0,hello nepali comment team make detail video 12 people nepal kill saudi arab isi
227,Ok finally,1,ok finally
228,"one thing i like about muslim people is that they never take interest (byaj) from anyone. Taking interest is haram in islam. Even though, we aren't from islamic community, my father never take interest from anyone and I also think to do the same.",1,one thing like muslim people never take interest byaj anyone take interest haram islam even though arent islamic community father never take interest anyone also think
229,To be honest Nepalese don't care about tarai side or people who look like  u know what i mean,1,honest nepalese dont care tarai side people look like u know mean
230,Add some rich old people in background  in thumbnail,1,add rich old people background thumbnail
231,Nepal ma harek kura khatam Hunu KO reason  government KO 50% Galti xa bhane 50% hami harek Nepali Janata KO. Bharstachar KO Kura garxau Gali garxau Tara aafno Kam sajilai banxa bharstachar garna ready hunxau. Katai line basna pare koi teha aafno aafno Chineko xa bhane hami bhanda koi emergency pareko manxe bhanda agaadi xirna khojxau  Yo yuwa ramro neta lai jitau bhanxau Tara aafnai mama kaaka uthyo bhane chaye ramro Kam garos nagaros jitos aash rakhxau tha xa hami le ni power misuse garna pauxau kehi pare power launa pauxau bhanera. Bato thulo bhayena jati Bela ni jaam bhayo bhanxau ani road badauna aru KO Ghar bhatkida Matra khusi hunxau aafno Paryo bhane birod garna thalxau. Fohor bho ganayo bhanxau ani laaj nai  namani aafai bato ma fohor fyalxau. Facebook Ra YouTube comment section 15 barsa dekhi 60 barsa kaa le ni Gali garxan netako dadagiri ma Tara sadak ma awaaj uthauna 100 Jana ni aaudainan. Hamro Nepal jasta KO testai Hunu KO Reason nai yehi ho. We all are hypocrites here.,0,nepal harek kura khatam hunu ko reason government ko 50 galti xa bhane 50 hami harek nepali janata ko bharstachar ko kura garxau gali garxau tara aafno kam sajilai banxa bharstachar garna ready hunxau katai line basna pare koi teha aafno aafno chineko xa bhane hami bhanda koi emergency pareko manxe bhanda agaadi xirna khojxau yo yuwa ramro neta lai jitau bhanxau tara aafnai mama kaaka uthyo bhane chaye ramro kam garos nagaros jitos aash rakhxau tha xa hami le ni power misuse garna pauxau kehi pare power launa pauxau bhanera bato thulo bhayena jati bela ni jaam bhayo bhanxau ani road badauna aru ko ghar bhatkida matra khusi hunxau aafno paryo bhane birod garna thalxau fohor bho ganayo bhanxau ani laaj nai namani aafai bato fohor fyalxau facebook ra youtube comment section 15 barsa dekhi 60 barsa kaa le ni gali garxan netako dadagiri tara sadak awaaj uthauna 100 jana ni aaudainan hamro nepal jasta ko testai hunu ko reason nai yehi ho hypocrite
232,"Dharna garni haru ghar janu vai sakyo, maiti ghar aru kasai ko lagi dharna garna khali pani bhai sakyo. Reality of Nepal.",0,dharna garni haru ghar janu vai sakyo maiti ghar aru kasai ko lagi dharna garna khali pani bhai sakyo reality nepal
233,Dai tyo banswor ma vayeko ghatna ko barama ni,1,dai tyo banswor vayeko ghatna ko barama ni
234,muluki civil act * 1:37,1,muluki civil act 137
235,"Haha meter byaji ta aparadhi hainan yi private ra so called sarkari banks ko agadi.
Desh kai samajbad unmuk arthatantra bata toxic capitalism tarfa lagna sabai lagi pareka xan sir.",0,haha meter byaji ta aparadhi hainan yi private ra call sarkari bank ko agadi desh kai samajbad unmuk arthatantra bata toxic capitalism tarfa lagna sabai lagi pareka xan sir
236,Kasle help garne kohi le Matlab rakha Deen,0,kasle help garne kohi le matlab rakha deen
237,I will be the hero,1,hero
238,good,1,good
239,Sala afnu ta without byaj ma de ko paisa pani lina sakeko xaina k garni hola kahi upaya dinu paryo guys,1,sala afnu ta without byaj de ko paisa pani lina sakeko xaina k garni hola kahi upaya dinu paryo guy
241,Where r u from brother...?,1,r u brother
242,Alik xito xito vedio halana bro.,1,alik xito xito vedio halana bro
243,Tyo tw loan  lenai manxw ko galatei ho n,0,tyo tw loan lenai manxw ko galatei ho n
244,12 13 percent ta sahaakari Leenxa,0,12 13 percent ta sahaakari leenxa
245,Maile ta galti kanun mai dekhe. 10% interest cap in a country with 10%+ inflation rate. Banks harule chai feri 18% samma byaj linxan. Paisa byaj ma dinu ni faidajanak hunu parxa natra kina dine ni byaj ma paisa? Yesto condition ma yei saab loopholes launu parne nai badhyata aauxa. Yesko samhadhan kasari garne?,0,maile ta galti kanun mai dekhe 10 interest cap country 10 inflation rate bank harule chai feri 18 samma byaj linxan paisa byaj dinu ni faidajanak hunu parxa natra kina dine ni byaj paisa yesto condition yei saab loopholes launu parne nai badhyata aauxa yesko samhadhan kasari garne
247,"People who need money and don't have will still have to face this issue forever,  our government will not bring any facilities to poor peoples. This kind of videos will just be a content, never be helpful to those victims,  except than regret.",1,people need money dont still face issue forever government bring facility poor people kind video content never helpful victim except regret
248,"Thumbnail josle banayo, tyeslai masu bhat.",0,thumbnail josle banayo tyeslai masu bhat
249,Jaba samma nepali haru aafaile corruption bata xutkara pauna Canadian taba samma yo corruption Nepal ma chalirahanxa,0,jaba samma nepali haru aafaile corruption bata xutkara pauna canadian taba samma yo corruption nepal chalirahanxa
250,Yesko lagi hami sop bolnu parni ho,0,yesko lagi hami sop bolnu parni ho
252,It still exist,1,still exist
253,"Aafno tw problem naii thakaii ulto xa
Sabb lai paisa loan dida didaii afaii gareeb vaiyo 
Aane paisa firta garr vanda ulto tiro paisa khidinxu rw po vanxan tw  
Aaile tyo sabb paisa bank ma rakheko vaye 
Duke aautyo",0,aafno tw problem naii thakaii ulto xa sabb lai paisa loan dida didaii afaii gareeb vaiyo aane paisa firta garr vanda ulto tiro paisa khidinxu rw po vanxan tw aaile tyo sabb paisa bank rakheko vaye duke aautyo
254,1x bet truth the nepali comment,1,1x bet truth nepali comment
255,No one is right. No-one is an uncommon variant form. It's best to stick to the two-word version. Noone is wrong :),0,one right noone uncommon variant form best stick twoword version noone wrong
257,Rin lim time ma tiram  gau ma kam chalauni madhayan yahi ho but aaphu lay liy paxi time ma tiram,0,rin lim time tiram gau kam chalauni madhayan yahi ho aaphu lay liy paxi time tiram
258,Hahah thumbnail,1,hahah thumbnail
259,Mero gaau batai 3 jana lai herera kasto mann dukhyo,1,mero gaau batai 3 jana lai herera kasto mann dukhyo
260,Testo grera ke kmaunu yaar,0,testo grera ke kmaunu yaar
262,"Paisa diney 99% party ko manchey hun. Ani madesh aandolan lai charkauney ehi daijo magney,meter byaj diney haru hun. Madhesi neta le iniharu ko adhikaar ko lagi garya garyei ho",0,paisa diney 99 party ko manchey hun ani madesh aandolan lai charkauney ehi daijo magneymeter byaj diney haru hun madhesi neta le iniharu ko adhikaar ko lagi garya garyei ho
263,#sunildarzeeshorts,1,sunildarzeeshorts
264,Yo andolan ma mah pani xu,0,yo andolan mah pani xu
265,Ahilea prachada deu le here saku vo ,0,ahilea prachada deu le saku vo
266,Yo saab tharu haru ko kaam ho,0,yo saab tharu haru ko kaam ho
267,Muji haru lini bela linxa dini bela case re,0,muji haru lini bela linxa dini bela case
