,comments,sentiments,clean_comments
390,"Real history can't be learn from school books vannu vatho ekjana social sir le, sachai ho raixa. History is written by the people who won. Waiting for the next part Hope it comes ASAP. Very much suspense",1,real history cant learn school book vannu vatho ekjana social sir le sachai ho raixa history write people wait next part hope come asap much suspense
391,"Phenomenal work always from this channel in terms of work, research, and quality of script from this channel! Keep up! ",1,phenomenal work always channel term work research quality script channel keep
392,Desperately waiting for the third part. Appreciate your work!,1,desperately wait third part appreciate work
393,This man is going in the book of legends. Mark my words,1,man go book legends mark word
394,you are teaching me history better then my social teachers ever did,1,teach history well social teacher ever
395,1:00 - 1:15 . This proves how great the King Tribhuwan was. The king himself was in favour of democracy. And now we have got democracy. Lets utilize it to the fullest.,1,100 115 prof great king tribhuwan king favour democracy get democracy let utilize full
396,These types of True history related information should be taught to Nepali students for greater knowledge and understanding.,1,type true history relate information taught nepali student great knowledge understanding
397,"The amount of dedication you give for delivering content is beyond words 
Thanks for making awesome content",1,amount dedication give deliver content beyond word thanks make awesome content
398,I really appreciate the research and effort you put in your videos. Hats off to you,1,really appreciate research effort put video hat
399,"Hello brother. I really like your research and presentation regarding the martyrs of Nepal and what really happened in-depth. Can’t wait for part three.

Also, I have a video idea for you. I was wondering that can you make an analysis video on how Singapore turned from a 3rd world country to the 1st world country and Nepal remained the 3rd world country when Nepal and Singapore were once at same state 60 years ago.",1,hello brother really like research presentation regard martyr nepal really happen indepth can t wait part three also video idea wonder make analysis video singapore turn 3rd world country 1st world country nepal remain 3rd world country nepal singapore state 60 year ago
400,Ram Prasad Rai and Bhimdatta Panta stories are also noted to be taken on the history education books,1,ram prasad rai bhimdatta panta story also note take history education book
401,"I can't just wait for part 3. When will we get the opportunity to get it? We'll be grateful, the sooner we get it.",1,cant wait part 3 get opportunity get well grateful sooner get
402,Waiting for part 3 on Martyr's Day(Tomorrow).,1,wait part 3 martyr daytomorrow
403,Part 3 must be released on Magh 16 (Martyrs Day) !! ,1,part 3 must release magh 16 martyr day
404,kudos bro to your research .. history deception is always something wonderful and exciting . nepalese film industry can relate this history,1,kudos bro research history deception always something wonderful excite nepalese film industry relate history
405,"Please team please direct a seriesss upload it in Netflixx we will paay to watch this wholesome content ! 
Never thought topics like this could be so interesting to watch, listen.",1,please team please direct series upload netflixx paay watch wholesome content never think topic like could interest watch listen
406,The amount of research that you have done for these videos is amazing. I would love to help the channel monetarily if there was a way to do so. Please open a patreon or provide your bank details.,1,amount research do videos amazing would love help channel monetarily way please open patreon provide bank detail
407,Great content! Would really appreciate if you could detail about sukra raj sashtri social reform movement before he officially moved against the ranas,1,great content would really appreciate could detail sukra raj sashtri social reform movement officially move rana
408,Great story hail to our martyrs ,1,great story hail martyr
409,Huge respect for your hard work.,1,huge respect hard work
410,"You should hire someone to add english captions on this, your content should be accessible on a global scale",1,hire someone add english caption content accessible global scale
411,Thank you for your hard work daju Really loved your dedication and consistency to put right information and to aware us. ️,1,thank hard work daju really love dedication consistency put right information aware u
412,your research and story was mind-blowing.huge respect to you,1,research story mindblowinghuge respect
413,Omg !! this level of dedication and in-depth research is mind blowing. keep up the good work.,1,omg level dedication indepth research mind blow keep good work
414,Thanks bro for such efforts. And hope you will bring such kinds of content related to our history in upcoming videos,1,thanks bro effort hope bring kind content related history upcoming video
415,"Now, I realize how much finer details went missing in our school history books. The intricate connections to the bigger picture of freedom were vital.",1,realize much finer detail go miss school history book intricate connection big picture freedom vital
416,Happy Martyrs Day to all  be independent ,1,happy martyr day independent
417,The internal feeling we get while listening this event is unexplainable. My blood is literally pumped up.,1,internal feeling get listening event unexplainable blood literally pump
418,quick recap of previous part would have been a little helpful...LOVE THIS CHANNEL,1,quick recap previous part would little helpfullove channel
419,No words for your hardwork ️️,1,word hardwork
420,"Great 
This is the exact way of teaching social studies effectively to students, learning with Audio & Visuals.",1,great exact way teach social study effectively student learn audio visuals
421,Bro really appreciable so much of facts and researches.,1,bro really appreciable much fact research
422,Huge respect 🫡,1,huge respect
423,Longlive the MARTYRS,1,longlive martyr
424,Appreciate your effort ,1,appreciate effort
425,Great contents & info ...waiting for part 3,1,great content info wait part 3
426,The most awaited video since part 1. Maile aile samma aafno entire life ma eti curiously ta baahubali 2 kaile aaula bhanera ni garina. Really great brother.,1,await video since part 1 maile aile samma aafno entire life eti curiously ta baahubali 2 kaile aaula bhanera ni garina really great brother
427,You’re doing great brother ️️️,1,you re great brother
428,Waiting for part 3 ️,1,wait part 3
429,Salute to your work️,1,salute work
430,"Salute to your effort brother
Great job",1,salute effort brother great job
431,"Omg, thanks for the hardwork you put on it",1,omg thanks hardwork put
432,Waiting for part 3!.  Sahid diwas ko subhakamana,1,wait part 3 sahid diwas ko subhakamana
433,Great job ,1,great job
434,"toaday is sahid diwas 
giving my respect to all the martyrs of our country ",1,toaday sahid diwas give respect martyr country
435,Great job and great content. What about lengthening ur content.its not pleasefull to wait for another part just like in series,1,great job great content lengthen ur contentits pleasefull wait another part like series
436,Appreciate ur hard work ,1,appreciate ur hard work
437,"You are doing great ️
Keep it up",1,great keep
438,But bro you should know about the first martyr of nepal shahid lakhan thapa whose family is still priest at the manakamna temple. 4 jana shahid prati hardik shrdanjali,0,bro know first martyr nepal shahid lakhan thapa whose family still priest manakamna temple 4 jana shahid prati hardik shrdanjali
439,"I want the next episode right away!!
",1,want next episode right away
440,good content sir i´m too excited for part 3 upload it as soon as possible sir,1,good content sir i m excite part 3 upload soon possible sir
441,Great job brother️️,1,great job brother
442,I appreciate you hardwork brother .,1,appreciate hardwork brother
443,waiting for prt 3,1,wait prt 3
444,Even though I know the story I am curious how it unfolds in the next video.Nice way of presenting history.,1,even though know story curious unfolds next videonice way present history
445,"I was desperately waiting for this video
Thanks for all these videos
Don't stop",1,desperately wait video thanks videos dont stop
446,It is sad that nepal wont give public holiday remembering great sahid.,1,sad nepal wont give public holiday remember great sahid
447,Thank you for your hardwork.,1,thank hardwork
448,Channel like this were missing in nepal 🇳🇵,1,channel like miss nepal
449,"Ram Briksha Benipuri is a Bhumihar brahmin, and we are known to fight for what is good and what is wrong.",1,ram briksha benipuri bhumihar brahmin know fight good wrong
450,Keep going bro ,1,keep go bro
451,"This is the most valuable channel of Nepal.
️️",1,valuable channel nepal
452,Eagerly waiting for the next part,1,eagerly wait next part
453,Love your content <3,1,love content 3
454,"why are you so best 
love you and your effort 
your content is superb <3",1,best love effort content superb 3
455,Part 3 please!!,1,part 3 please
456,Very good content creations . Keep going .love you online ️️️,1,good content creation keep go love online
457,Thank you for making such informative contents….,1,thank make informative content
458,Well researched video.,1,well research video
459,"""we need to learn from them boys"" got me fr",1,need learn boy get fr
460,"Mukti sena commander Ram Prasad Rai ko pani banaunu paryo video bro, very interesting and important character for democracy.",1,mukti sena commander ram prasad rai ko pani banaunu paryo video bro interest important character democracy
461,i need the next part asap,1,need next part asap
462,Appreciate the hardwork,1,appreciate hardwork
463,Waiting for the part 3,1,wait part 3
464,Hard working and dedication 🫶,1,hard work dedication
465,Waiting for part-3,1,wait part3
466,Waiting for another part!,1,wait another part
467,Amazing research ,1,amazing research
468,Jay hoss all Marty's...jay Nepal,1,jay ho martysjay nepal
469,Waiting is over ️️,1,wait
470,finally part 2 is comming,1,finally part 2 comming
471,Kassssto ramailo lagyo malai yo series. Great job on collecting the data  and presenting it so beautifully. I m anticipating on the part 3.,1,kassssto ramailo lagyo malai yo series great job collect data present beautifully anticipate part 3
472,Still I follow  RANA,1,still follow rana
473,Good research brother ,1,good research brother
474,Amazing ,1,amaze
475,Need more content like this,1,need content like
476,"हजुरको content राम्रो छ र सहिदहरुको इतिहासको बारेमा यस्तो जनकारीपूर्णक video ले हामी सबैलाई धेरै कुरा सिकाउँछ।
सुझाव:: 9:41 यदि हजुरले बहुवचन शब्द मा ""थियो"" को साटो ""थिए"" भन्नु भयो भने अझ राम्रो हुन्छ।",1,content video 941
477,Top notch content ,1,top notch content
478,I loved the part when  mahamohim king Mahendra popped up and said what,1,love part mahamohim king mahendra pop say
479,Brother I love your content,1,brother love content
480,Imagine getting heart from him ,1,imagine get heart
481,Please make a video on Rabi lamichanne case ️,1,please make video rabi lamichanne case
482,Waiting for the next episode already,1,wait next episode already
483,Awesome video ,1,awesome video
484,Informative Video ,1,informative video
485,keep it up the whole team of the nepali comment . waiting for the next video .,1,keep whole team nepali comment wait next video
486,Indian Newspaper also play great role,1,indian newspaper also play great role
487,Waiting for part 3,1,wait part 3
488,Well done brother,1,well do brother
489,how many parts are u gonna make finish it onceinforall.curousity next level,1,many part u gonna make finish onceinforallcurousity next level
490,Respect ,1,respect
491,thank you for this brother.,1,thank brother
492,"Content was phenomenal and very beautifully presented as always, tara video ko text haru pani check garnu paryo, so many typos and grammar mistakes in the text bubbles",1,content phenomenal beautifully present always tara video ko text haru pani check garnu paryo many typo grammar mistake text bubble
493,Waiting for Part 3,1,wait part 3
494,Good research  appreciated,1,good research appreciate
495,Waiting for part II,1,wait part ii
496,"Ramro xa brother tara xitai part 3 launu paryo
#sajanthapacreation",1,ramro xa brother tara xitai part 3 launu paryo sajanthapacreation
497,Tribhuvan University Ko Education System Ko Dark Sides Ko Barema Video Chaiyo Daju ️,1,tribhuvan university ko education system ko dark side ko barema video chaiyo daju
498,"Very informative video
thank you",1,informative video thank
499,Waiting for the new video ,1,wait new video
500,part-3 waiting ....,1,part3 wait
501,I am your great fan bro,1,great fan bro
502,plz puick quick upload part 3,1,plz puick quick upload part 3
503,"First comment and view  love you  bro and your content 
Really appreciate ",1,first comment view love bro content really appreciate
504,Happy Sahid Diwas ️,1,happy sahid diwas
505,Waiting for the next video!!,1,wait next video
506,Imagine if movie is made on this,1,imagine movie make
507,Happy Martyrs Day 🇳🇵 #Magh16,1,happy martyr day magh16
508,Wait garrako thye yo part laii itihas ko.barema ramro jankari dinu vayo thank you brother,1,wait garrako thye yo part laii itihas kobarema ramro jankari dinu vayo thank brother
509,Thank you!,1,thank
510,Reminds me of the movie Sardar Udham by Vicky Kaushal,1,reminds movie sardar udham vicky kaushal
511,i'm gonna share this video in my school group and asked our principal for tomorrow's holiday,1,im gonna share video school group ask principal tomorrow holiday
512,Thank you so much Dipesh.,1,thank much dipesh
513,It would be better if we get to access the sources too,0,would better get access source
514,Amazing Content,1,amazing content
515,Was eagerly waiting,1,eagerly wait
516,Its such a sad to listen and watch that many martyrs and heroes life were sacrificed for the democracy and Now look  our country where it is going now,0,sad listen watch many martyr hero life sacrifice democracy look country go
517,ekdamai ramro lagyo hai sir . aba part 3 po kahele aaune ho,1,ekdamai ramro lagyo hai sir aba part 3 po kahele aaune ho
518,The only one videos to know al lot about history,1,one video know al lot history
519,By the way how did Lakhan Thapa became the first martyr of Nepal?,1,way lakhan thapa become first martyr nepal
520,Very good work,1,good work
521,"Part 3 Ali chito hai sir,  interesting lagyo.",1,part 3 ali chito hai sir interest lagyo
522,A good speech I need samajik sir like u.,1,good speech need samajik sir like u
523,Good series,1,good series
524,Very nice video dai,1,nice video dai
525,please post fast part 3,1,please post fast part 3
526,RUNA MAN LAGYO. Happy Marty's Day.,1,runa man lagyo happy martys day
527,Part 3 pls,1,part 3 pls
528,Feelings like watching movie,1,feeling like watch movie
529,"bro part 3 halnu paryo xito bhanda xito
",0,bro part 3 halnu paryo xito bhanda xito
530,thanks india for helping us,1,thanks india help u
531,Nepal ko freedom struggle ma Indian patrika Janata ka editor ra Indian independence movement ka freedom fighter RamBriksh Benipuri ko yogdan pani rahexa vanera thapauda dherai khusi lagyo.,1,nepal ko freedom struggle indian patrika janata ka editor ra indian independence movement ka freedom fighter rambriksh benipuri ko yogdan pani rahexa vanera thapauda dherai khusi lagyo
532,before SEE make all part it will help in social.S ,1,see make part help social
533,Suru ma part 1 ko sano recap vako vaye ajha ramro hunthyo,0,suru part 1 ko sano recap vako vaye ajha ramro hunthyo
534,Raj Durwar hatyakanda ko barema ek video chaiyo ?,0,raj durwar hatyakanda ko barema ek video chaiyo
535,Very informative... please make a video on how the ranas tried to  obliterate Buddhism from Nepal,0,informative please make video rana try obliterate buddhism nepal
536,Keep going,1,keep go
537,I am excited part 3,1,excited part 3
538,I am always amazed by the script,1,always amaze script
539,Lots of love,1,lot love
540,Eauta Dami web series banauna manlagyo yo plot ma,1,eauta dami web series banauna manlagyo yo plot
541,Happy shaid divas.i love nepali.comment.,1,happy shaid divasi love nepalicomment
542,Next part bro fast,1,next part bro fast
543,ali xito xito video halnunw daimost awaited,1,ali xito xito video halnunw daimost await
544,"Most of the Martyrs were from Newar community, without their blood modern day Nepal would not be formed.",1,martyrs newar community without blood modern day nepal would form
545,Please try to complete content in single video,1,please try complete content single video
546,Subscribed,1,subscribed
547,Mahakali sandi ko barema pani video chai kasari hamro bhrasta harule desh bechyo plzzzz brother,0,mahakali sandi ko barema pani video chai kasari hamro bhrasta harule desh bechyo plzzzz brother
548,Tomorrow  is Magh 16-National Martyrs day,1,tomorrow magh 16national martyr day
549,Wait for part 3,1,wait part 3
550,"Thank you, yastai vedio haru banaudai janu hola ,",1,thank yastai vedio haru banaudai janu hola
551,Thank u,1,thank u
552,"I don’t care… but, those where the golden day of Nepal.. then now",1,don t care golden day nepal
553,My fev Chanel,1,fev chanel
554,Thankyou,1,thankyou
555,20 to 30 min samma ko vedio halnu hola ,0,20 30 min samma ko vedio halnu hola
556,Great,1,great
557,Mero Desh Birami ,0,mero desh birami
558,Ravi Lamichhane ko ahile ko case barema video banaunu na.,1,ravi lamichhane ko ahile ko case barema video banaunu na
559,reall️️️,1,reall
560,preety infomative,1,preety infomative
561,One day different ma haldinuna tapai ko video kurnai sakena,1,one day different haldinuna tapai ko video kurnai sakena
562,awesom bro,1,awesom bro
563,Waiting part 3,1,wait part 3
564,Lakhan Thapa magar ko barema pani Deep khoj garnu paryo brother,1,lakhan thapa magar ko barema pani deep khoj garnu paryo brother
565,Ekai choti part release garam.,0,ekai choti part release garam
566,Next video nepal kot parva ko banaunu holaaa,1,next video nepal kot parva ko banaunu holaaa
567,Part 3 xina??,0,part 3 xina
568,Part 3 fast,1,part 3 fast
569,sathi haru lai yesko bare sunauna maza aauxa vnya,1,sathi haru lai yesko bare sunauna maza aauxa vnya
570,Dai part 3 xito chaiyo yesko,1,dai part 3 xito chaiyo yesko
571,1:11 king Mahendra what!! ,1,111 king mahendra
572,kaile aauxa part 3 ,0,kaile aauxa part 3
573,"Dherai Ramro Kaam gare E Sahid harule RANA SASAN hatayera Bahun Sasan liyaye !! RANA le Darbar, Hospital, Trichandra Collage, Kesar library banaye Aaja Tinai RANA le banayeko Darbar (Singha Darbar, Sital Niwas) Maa basera Bahun Sarkar le Nepal Bhari Choubatoma Bahun Bansha Ka Manche haruko Salik banayera Namakarad garirako Cha !! Nepali Jati Sabai Khadi, Malesiya, europe R America Bahun Jati Sabai Rajya Ko Thulo thulo Pad Maa Nepali Janta le RANA fyakera thulai Upalabdhi Payeka hun !!",0,dherai ramro kaam gare e sahid harule rana sasan hatayera bahun sasan liyaye rana le darbar hospital trichandra collage kesar library banaye aaja tinai rana le banayeko darbar singha darbar sital niwas maa basera bahun sarkar le nepal bhari choubatoma bahun bansha ka manche haruko salik banayera namakarad garirako cha nepali jati sabai khadi malesiya europe r america bahun jati sabai rajya ko thulo thulo pad maa nepali janta le rana fyakera thulai upalabdhi payeka hun
574,Damiiii,1,damiiii
575,Jai Nepal ️️,1,jai nepal
576,Part 3 chadooo,1,part 3 chadooo
577,sahid haruko balidan lai yugau yugau samma yaad rakhine xha,1,sahid haruko balidan lai yugau yugau samma yaad rakhine xha
578,"Please check your spellings. Other than that, great content!",1,please check spelling great content
579,bir sahid amar rahun ,1,bir sahid amar rahun
580,Jay Nepal 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵️️️️,1,jay nepal
581,Plese make a video about killing mestery of our late King tribhuvan ️.,0,plese make video kill mestery late king tribhuvan
582,video chadai halnuna dai yr,0,video chadai halnuna dai yr
583,Dont do parts... put all in one,0,dont part put one
584,Arko part chitto chaio 1 hapta bittra,1,arko part chitto chaio 1 hapta bittra
585,Wow,1,wow
586,Aatiii dami,1,aatiii dami
587,part 3 chito chayo,1,part 3 chito chayo
588,Aaghi vakhar part 1 ko cmt gareako thiyo part 2 aayeaxa.,1,aaghi vakhar part 1 ko cmt gareako thiyo part 2 aayeaxa
589,"Dai part 3, part,4 yesari jhau hunxa",0,dai part 3 part4 yesari jhau hunxa
590,Aali long video banaya hunna,0,aali long video banaya hunna
591,CHAD Ram Brikshya ,1,chad ram brikshya
592,"Pahila sab video eutai ma hi thiyo aahilay part part tesma nee abo tah live 
",0,pahila sab video eutai hi thiyo aahilay part part tesma nee abo tah live
593,Next part khaii chado,0,next part khaii chado
594,"Hi.. tapai le use garnu bhayeko mic kun ho?
Video editing App kun ho? Ani kun camera use garnu vayeko ho? Please reply garnus hai",1,hi tapai le use garnu bhayeko mic kun ho video edit app kun ho ani kun camera use garnu vayeko ho please reply garnus hai
595,Toit Kati kurnu hauplz upload all video at once...I am really frustrated ,0,toit kati kurnu hauplz upload video oncei really frustrate
596,part 3 voli nai chayoo,1,part 3 voli nai chayoo
597,Hapta ma aauta video nikalnu vanda ni tinta ta nikaleko ramro ho bro,0,hapta aauta video nikalnu vanda ni tinta ta nikaleko ramro ho bro
598,Yo TikTok jasto part part nahalum na brother dhruv rathee bata kei sikam lamo video halum elai part ma manxe le arko paart aaunjel birsi sakxa bichma xodeko hunxa,0,yo tiktok jasto part part nahalum na brother dhruv rathee bata kei sikam lamo video halum elai part manxe le arko paart aaunjel birsi sakxa bichma xodeko hunxa
599,part 3,1,part 3
600,happy sahid diwas everyone,1,happy sahid diwas everyone
601,03:47 Ukraine news,1,0347 ukraine news
602,pritivi narayan shah  ko barena ne banauna paro video,1,pritivi narayan shah ko barena ne banauna paro video
603,"Ahile ka modern rana radi haru - prachanda, kp oli and sher bdr deuwa thuikka desh ko halat",0,ahile ka modern rana radi haru prachanda kp oli sher bdr deuwa thuikka desh ko halat
604,"Yo chor nai chor haru ko desh maa martyr banera kay kaam?  There have been martys in every generation, but nepal is worse than ever!",0,yo chor nai chor haru ko desh maa martyr banera kay kaam martys every generation nepal bad ever
605,Part 3khai ta ?,0,part 3khai ta
606,harna man huda hudai sakinxaw,0,harna man huda hudai sakinxaw
607,K ramita ho part part banayera . Agadi ko birsi sakxa arko part aauda samma,0,k ramita ho part part banayera agadi ko birsi sakxa arko part aauda samma
608,"ahile balen le me testai gardai cha, afno bhakta haru ko pryog gari afno boridh garne haru li dabauna ra afule je garyo tesailai kanoon banauna.",0,ahile balen le testai gardai cha afno bhakta haru ko pryog gari afno boridh garne haru li dabauna ra afule je garyo tesailai kanoon banauna
609,Chado chado garnu parxa k dai,0,chado chado garnu parxa k dai
610,Democracy spoiled the system and nepalese people...,0,democracy spoil system nepalese people
611,Sahid diwas ko sibhakamana shubhakamana,1,sahid diwas ko sibhakamana shubhakamana
612,Solti ekai choti dekhauna kin part part ma dekhako,0,solti ekai choti dekhauna kin part part dekhako
613,Rana kaa baan haruley yo video man paraulaan?,0,rana kaa baan haruley yo video man paraulaan
614,"herne ramailo garne ani birsine ho vane yo video ko value hunna..
yo videobata kei siknuhos...
kinaki aileko Desko paristhiti jhan jhan kamjor hudai gairahaeko xa..
Internet ko jamana ma ..paisa nai paisako jamana aaisakyo tara pani Nepali haru ajhai kamjor nai xa..Because of system in Nepal..
Chetana badhau Chetana badau..
Jai Chandra Surya
Nepal's system has to change..
Peace",0,herne ramailo garne ani birsine ho vane yo video ko value hunna yo videobata kei siknuhos kinaki aileko desko paristhiti jhan jhan kamjor hudai gairahaeko xa internet ko jamana paisa nai paisako jamana aaisakyo tara pani nepali haru ajhai kamjor nai xabecause system nepal chetana badhau chetana badau jai chandra surya nepal system change peace
615,I disagree with the slogan in the background 0:18,0,disagree slogan background 018
616,Feri kurnu 🫢🫢🫢,0,feri kurnu
617,Wowow wow,1,wowow wow
618,Yesko movie hunu parcha Netflix mah,1,yesko movie hunu parcha netflix mah
619,Raja le 4hajar matrai sahayog dio ra. Teti le ka pugnu. Kamse kam 5/10lakh dinu parne tho,0,raja le 4hajar matrai sahayog dio ra teti le ka pugnu kamse kam 510lakh dinu parne tho
620,Tomorrow is my birthday,1,tomorrow birthday
621,Autai video nabanayara part 1 part 2 part 3 rey jyakni,0,autai video nabanayara part 1 part 2 part 3 rey jyakni
622,Khoi part 3,1,khoi part 3
623,hait kada,1,hait kada
624,Kati baje ho?,1,kati baje ho
625,Voli xutti xaina?,0,voli xutti xaina
626,Please don’t put your face on screen humble request,0,please don t put face screen humble request
627,Part3,1,part3
628,you still don't know,0,still dont know
629,Magh 16 Gatey Chutti Kina Na Deko Hola?,0,magh 16 gatey chutti kina na deko hola
630,I hate history,0,hate history
631,0:50 sus,1,050 sus
632,Jai ho sahid,1,jai ho sahid
633,"K Tiktok jasto part part banai rako hola, sidhai yautai video ma halnu na",0,k tiktok jasto part part banai rako hola sidhai yautai video halnu na
634,uuhg,0,uuhg
635,I am going to unsubscribe your channel sorry,0,go unsubscribe channel sorry
636,Yo mugini eutai season ma hunelai lyang garira k khoya,0,yo mugini eutai season hunelai lyang garira k khoya
637,Thank you everyone for such a great response. Just wanted to say that the English subtitles are available now.,1,thank everyone great response want say english subtitle available
638,"I arguably think that our country got way backward due to the Ranas. We can't even imagine what common people had faced at that time. And to stop that autocratic rule what our martyrs did are truly unreal.
Thank you for bringing us #Sahid haru ko katha
Uni haruko balidan kahile birsinexainau",0,arguably think country get way backward due rana cant even imagine common people faced time stop autocratic rule martyr truly unreal thank bring u sahid haru ko katha uni haruko balidan kahile birsinexainau
639,"I had never thought the real story of the same martyrs that we studied back in school was this interesting. I don't know how much you had to dig for the all the information you provided in this video, but I definitely feel like this video shows that you can make a whole series that highlight countless other topics otherwise relegated to the pages of dusty old history books no one cares to turn anymore. To me at least, it's always felt like the events and people of the past, the stories  we read in our social studies and history textbooks are but bygone tales in black and white with little to no relevance in the present day.
With so much western history adapted into numerous movies, TV series and informative animations, I had always wondered whether the dearth of such materials online in the case of Nepal was due genuinely to the unavailability of written records of our history, but through emerging channels like yours, I am beginning to think that we do, as a country, have enough information to produce massively consumable video content that has the potential to serve the public memory well. As time proves over and over, we are a people that could use some historical memory.
Great content! And your effort shows, we do notice the minor details as well, details that you could so easily have omitted without much to lose. Keep up the good work guys.",1,never think real story martyr study back school interesting dont know much dig information provide video definitely feel like video show make whole series highlight countless topic otherwise relegate page dusty old history book one care turn anymore least always felt like event people past story read social study history textbooks bygone tale black white little relevance present day much western history adapt numerous movie tv series informative animation always wonder whether dearth material online case nepal due genuinely unavailability write record history emerge channel like begin think country enough information produce massively consumable video content potential serve public memory well time prove people could use historical memory great content effort show notice minor detail well detail could easily omit without much lose keep good work guy
640,Thanks Martyrs may making Nepal to this stage .,1,thanks martyr may make nepal stage
641,"Hug respect to Martyrs.
This kind of content should be made frequently so that we could get knowledge ️",1,hug respect martyr kind content make frequently could get knowledge
642,Salute from the bottom of my heart to those legendary and brave Marty's,1,salute bottom heart legendary brave martys
643,"Imagine we had a well made series about Prithivi Narayan Shah's unification campaign or the onset and demise of the Rana regime. When we had to study them during 8th and 9th grade, we weren't interested at all cause what 13 year old would be, but now after finishing high school, it's so fascinating learning about how our country had its own Game of Thrones type of political intrigue and drama mixed together with strategic battles and scheming, murderous plots.

I mean reading about them is certainly more interesting than knowing the current political situation, at least for me.",1,imagine well make series prithivi narayan shahs unification campaign onset demise rana regime study 8th 9th grade werent interested cause 13 year old would finish high school fascinate learn country game throne type political intrigue drama mixed together strategic battle scheme murderous plot mean read certainly interest know current political situation least
644,"Man was born free
And he is everywhere in chains",1,man bear free everywhere chain
645,"Takes great research to make these kind of contents.  Another great video from The Nepali Comment. 
Quite refreshing to see great animations as well. ",1,take great research make kind content another great video nepali comment quite refresh see great animation well
646,"Dai, It would be awesome if you keep on posting history videos related to we student's curriculum. It will be easier for all us pupils to learn through visualization.! Keep on doing the work!",1,dai would awesome keep post history video related student curriculum easy u pupils learn visualization keep work
647,"Our Martyrs scarifised themselves for the sake of this nations future and now its our turn to take the responsibility of our country and transform it into a better place.
Jay Nepal!!!",1,martyr scarifised sake nation future turn take responsibility country transform good place jay nepal
648,"Thank you for this amazing video ! 

Wonderful storytelling ",1,thank amaze video wonderful storytelling
649,"Extremely grateful to the depth you went to uncover the details. Facts can be, at times, stranger than fiction but your narrative & video content is simply mesmerizing. Hats off ! Keep doing what you are doing.",1,extremely grateful depth go uncover detail fact time strange fiction narrative video content simply mesmerize hat keep
650,Absolutely incredible. We need further initiatives in these lines to get us more  familiar and closer to our past. waiting for the next part !!,1,absolutely incredible need initiative line get u familiar closer past wait next part
651,There is nothing either good or bad but thinking makes it so ️,1,nothing either good bad thinking make
652,Your content is very informative and entertaining .The editing is beyond anything in nepali YouTube. Just keep on pushing You have a lot of potential.,1,content informative entertain edit beyond anything nepali youtube keep push lot potential
653,"A very interesting content that you've started, I'll give you that. I'm thrilled to be watching this and equally curious how this all unfolded. Eagerly waiting for the next part. Keep up the good work sir.",1,interest content youve start ill give im thrill watch equally curious unfold eagerly wait next part keep good work sir
654,"Thank you for such a content, the youth need to know the history of Nepal beyond the text book",1,thank content youth need know history nepal beyond text book
655,Your videos are always so informative & educational. Thank you bro for taking time to research & create such awesome contents. Tm ra tmro team 100 percent best content creator haru hau nepal ko. Thank you for your work and dedication. Jay Nepal 🇳🇵 🫡,1,video always informative educational thank bro take time research create awesome content tm ra tmro team 100 percent best content creator haru hau nepal ko thank work dedication jay nepal
656,"Hats off my brother, you have done great job enlightening new gen with Nepali History!",1,hat brother do great job enlighten new gen nepali history
657,I love watching History... waiting for part 2 ️️,1,love watch history wait part 2
658,This man deserve more support ️️,1,man deserve support
659,I want this type of content from this channel. A lot more  content about our history.,1,want type content channel lot content history
660,Thanks to all those martyrs who fought for us for our freedom sacrifying themself...Big SALUTE to them️️️️️,1,thanks martyr fought u freedom sacrifying themselfbig salute them
661,"Love the way you illustrated the history 🇳🇵
Thankyou so much for putting much effort in research and  attractive video making  best wishes Mitra",1,love way illustrated history thankyou much put much effort research attractive video make best wish mitra
662,The way you explain and animate video it helps to recognize them very easily  you are awesome brother ️,1,way explain animate video help recognize easily awesome brother
663,This guy is true inspiration for young generation .,1,guy true inspiration young generation
664,These videos will ignite a small spark of lost nationalism among nepalese youth. Thanks for not letting their true stories be forgotten.,1,video ignite small spark lose nationalism among nepalese youth thanks let true story forget
665,being at 20s their stories are more interesting and understandable feels what that they have done in our history. Thank you for reminding and making interesting way to present our history,1,20 story interest understandable feel do history thank remind make interesting way present history
666,Thank for sharing  this story brother really appreciated,1,thank share story brother really appreciate
667,Great work man truly appreciate your work and effort. Thank you for your content,1,great work man truly appreciate work effort thank content
668,Thank you for your well researched video and good topic selection.,1,thank well research video good topic selection
669,Dai I am a college student and recently migrated to ktm I have to walk on foot in the early morning on the street of ktm and I have always fear of being attacked by stray dogs .i want u to make a video on this crisis which  no one talks about hopefully u would take my words into account such that the responsible authority would take action. #timeforchange,1,dai college student recently migrate ktm walk foot early morning street ktm always fear attacked stray dog want u make video crisis one talk hopefully u would take word account responsible authority would take action timeforchange
670,Sir your content is always on to the point ️,1,sir content always point
671,Omg! I got goosebumps hearing all these!!️,1,omg get goosebump hear these
672,Brilliantly put together. Really appreciate the time and effort you put in your videos. Looking forward to the next part. ,1,brilliantly put together really appreciate time effort put videos look forward next part
673,What a coincidence mate. Actually I have always praised your hard work and was patiently waiting for this video. Yesterday I found it but couldn't watch it because I slept. Now I am watching this video after one of the martyrs has just sacrifice himself for the nation by putting fire on him. RIP,1,coincidence mate actually always praise hard work patiently wait video yesterday find couldnt watch sleep watch video one martyr sacrifice nation put fire rip
