,comments,sentiments,clean_comments
228,One of the corrupt person Ganesh Thapa . Shame for our Nepalese football. This man is the only one reason why our football ranking lower than India. Hope for the upcoming yrs.,1,one corrupt person ganesh thapa shame nepalese football man one reason football rank low india hope upcoming yr
229,yo sabai anta ma corrupted political party haru le garda ho ,0,yo sabai anta corrupt political party haru le garda ho
230,Saab k saab chor hai sale..ani kasari hamro desh worldcup pugxa!,0,saab k saab chor hai saleani kasari hamro desh worldcup pugxa
231,Fucking epic research,1,fuck epic research
233,@The Nepali Comment yo video Pani report Hana saxan hami sabi le download garnu purxa,1,nepali comment yo video pani report hana saxan hami sabi le download garnu purxa
235,"Yatro paisa auxa yr  yasto jukaa haru lay garda desh khoklow vaxa , youth ma mental, social effect paray xa ",1,yatro paisa auxa yr yasto jukaa haru lay garda desh khoklow vaxa youth mental social effect paray xa
236,"Nepal ma good player hoina
Good money ra power herxa ",0,nepal good player hoina good money ra power herxa
237,this is the reason why nepal wont develop,1,reason nepal wont develop
238,Hajur half konwledge ma bolnu hunxa dai,1,hajur half konwledge bolnu hunxa dai
239,"Thanks to information,सधै घमन्ड ,जत्ति भए पनि नपुग्दा ,अन्तिम मा सबै चक्नाचुर्,",1,thanks information
240,Only football ?,1,football
241,India will soon play FIFA.,0,india soon play fifa
242,Corruption le garda league pheri saryo... Thukka anfa sabai le rajinama diyera ghar base huncha.... Kam nalagne haru...,1,corruption le garda league pheri saryo thukka anfa sabai le rajinama diyera ghar base huncha kam nalagne haru
243,Tetro paisa khayera desh bechera khule am hinchan yo desh ma ,1,tetro paisa khayera desh bechera khule hinchan yo desh
244,Dai aaba hulas motor ko bara ma banaunu nw video,1,dai aaba hula motor ko bara banaunu nw video
245,Chor muji Ganesh Thapa,1,chor muji ganesh thapa
246,We want Nepal mainpower corruption video  . Everyone know but nobody talks  Why? We are talking about other countries but what about Nepal? Nepal is world 3 most corrupt County in the world.. why ? How ?,0,want nepal mainpower corruption video everyone know nobody talk talk country nepal nepal world 3 corrupt county world
247,"The fall?
When did Nepali football ever do big in football lmao",1,fall nepali football ever big football lmao
248,CAN ko ni garaunu paryoo,1,ko ni garaunu paryoo
249,Where the Galaxian at?,1,galaxian
251,J sukai bhaye pani Nepal lai dherai faida huna sak theyo ganesh thapa bata,0,j sukai bhaye pani nepal lai dherai faida huna sak theyo ganesh thapa bata
252,Thanks for explain,1,thanks explain
253,Chor nai chor ca hamaro desh ma,1,chor nai chor ca hamaro desh
254,"you will be shut down soon but 
Don’t delete the videos that has been uploaded till the date ",1,shut soon don t delete video upload till date
256,Nice informarion  op  lagyo ajoii footbal ko  barema aru poni  bujdoi jam,1,nice informarion op lagyo ajoii footbal ko barema aru poni bujdoi jam
257,Nepal cricket ma politics la destory bana ko video pani banaunw…..,1,nepal cricket politics la destory bana ko video pani banaunw
258,"Aba ta jhan jhan tada jadai xa nepali..... fifa standard badeko badei xa..... proper technology nepal ma xa dai xaina...... aaile ko AI system and  VAR will eventually incorporate with FIFA system nepal ma tyo ta aakas ko phal aakha tari mar nai ho ....... nepali football paxillo samay ma kagaj ma matra develop vako xa tara yethartha ma standard ghateko xa tesmathi naya talent vanda buda khyautey khelna nasakne player ghari ghari national team ma select hunu vaneko khel vitra pohori khel xiri sakya xa vanera buzda hunxa......

So nepal playing in WC vaneko arko juni pherda samma chai hola ki tyo pani aru des stagnant basyo vane natra ta WC ma 48 haina 96 des khelaye ni nepal le kaile kheldaina",1,aba ta jhan jhan tada jadai xa nepali fifa standard badeko badei xa proper technology nepal xa dai xaina aaile ko ai system var eventually incorporate fifa system nepal tyo ta aakas ko phal aakha tari mar nai ho nepali football paxillo samay kagaj matra develop vako xa tara yethartha standard ghateko xa tesmathi naya talent vanda buda khyautey khelna nasakne player ghari ghari national team select hunu vaneko khel vitra pohori khel xiri sakya xa vanera buzda hunxa nepal play wc vaneko arko juni pherda samma chai hola ki tyo pani aru de stagnant basyo vane natra ta wc 48 haina 96 de khelaye ni nepal le kaile kheldaina
259,"J ma pani gaddari ra vrastachari ani kasari badhxa ta rastra. 
Hamro deshlai thulo post wala le bigaryo. Jasto PM, Pradhan nyadhish, Akhtiyar pramukh, Pradhansenapati, yatayat haki, malpotko hakim etc.",0,j pani gaddari ra vrastachari ani kasari badhxa ta rastra hamro deshlai thulo post wala le bigaryo jasto pm pradhan nyadhish akhtiyar pramukh pradhansenapati yatayat haki malpotko hakim etc
261,Nepal in sports ,1,nepal sport
262,detaily jaankari dinu vayakoma dhearai danyabad xa .. jankari mulak video ..,1,detaily jaankari dinu vayakoma dhearai danyabad xa jankari mulak video
263,Sukumbashi ko ma banaunuparyo daju,1,sukumbashi ko banaunuparyo daju
264,Tyoo tah sabailai thaha hunu parney chooooor thapa vaneraa,0,tyoo tah sabailai thaha hunu parney chooooor thapa vaneraa
265,Ho corruption bhako ho,0,ho corruption bhako ho
266,"Messi Nepali Interview World Cup
Walla habibi twalla habibi herdinu hola hai mero channel ma ",0,messi nepali interview world cup walla habibi twalla habibi herdinu hola hai mero channel
267,"33 gold scandal explained garnu paryo Sir,",1,33 gold scandal explain garnu paryo sir
268,Ganesh Thapa le Kaam nagereka hoinan.  Garekai hun. Tara unle afnoi bau ko sampati jasto private chalaye.,1,ganesh thapa le kaam nagereka hoinan garekai hun tara unle afnoi bau ko sampati jasto private chalaye
269,Jaba almutyari laii nikaliyoo taba nepali football ma interest ni hatyoo  ,1,jaba almutyari laii nikaliyoo taba nepali football interest ni hatyoo
271,"Nepal 🇳🇵 ma sathhi ho khelera, gayera vabisya banauxu vannu baluwa ma pani hale jastai ho. Samaye,ra mehnat ko barbadi matra ho. Baru tyo mehnat Eps ma lagayo vane vabisya wujjwal xa.",1,nepal sathhi ho khelera gayera vabisya banauxu vannu baluwa pani hale jastai ho samayera mehnat ko barbadi matra ho baru tyo mehnat eps lagayo vane vabisya wujjwal xa
272,1 lakh dollar kati hunxa ? ,1,1 lakh dollar kati hunxa
273,Maile ni netflix ma hereko thiye,1,maile ni netflix hereko thiye
274,Corapction le hamro desh ra football ra kheladi ko vawesya dhamiro le khae jastai ho????,1,corapction le hamro desh ra football ra kheladi ko vawesya dhamiro le khae jastai ho
275,Best nepali youtube channel,1,best nepali youtube channel
276,"Natapaiyeko Kura thapaiyo ...
Tnk you bro 
Sarai majjale sunaunu vayo",1,natapaiyeko kura thapaiyo tnk bro sarai majjale sunaunu vayo
278,Molai pani japnese federation ma traning laijana 5 lakh magay ko theo.,0,molai pani japnese federation traning laijana 5 lakh magay ko theo
279,lol,1,lol
280,Yesko Dai Pani balla chilim khako cha chunab ma.,1,yesko dai pani balla chilim khako cha chunab
281,Soon to be 100k,1,soon 100k
282,Ganesh thapa le gareko galti vaneko 1lakh dollor liyeko ho tara usle nepali football ra anfa ma kei corruption gareko chaina tyo manche le nepali football lai gareko aru kosaile gareko chaina yo kura chai yad rakhum,1,ganesh thapa le gareko galti vaneko 1lakh dollor liyeko ho tara usle nepali football ra anfa kei corruption gareko chaina tyo manche le nepali football lai gareko aru kosaile gareko chaina yo kura chai yad rakhum
283,Feri tapai lai Nepal football Association la yo video delete gar bhanlane astanai ko video jastai.,1,feri tapai lai nepal football association la yo video delete gar bhanlane astanai ko video jastai
284,Esto chor faata haru le Garda ho Nepal kaile mathi jana nasakeko jhundyauna parne ho,1,esto chor faata haru le garda ho nepal kaile mathi jana nasakeko jhundyauna parne ho
285,Bro is the best ️,1,bro best
286,#uniquecontent,1,uniquecontent
287,nepal ko name ahile bata nai kharab bhayaxa ...football ma future ramro hola nepal ko bhaneko ta....,1,nepal ko name ahile bata nai kharab bhayaxa football future ramro hola nepal ko bhaneko ta
288,"Nice content bro
Jabo timi demotivate  hunxau 
Mero comment hera 
Timle banako content ek damai ramro xa",1,nice content bro jabo timi demotivate hunxau mero comment hera timle banako content ek damai ramro xa
289,"Subscribed myan 
Wow",1,subscribe myan wow
290,desh bigrekai yastai gass haru le garda ho khelkut matra hoina sabbai xetra ma yastai vayara bigrexa,0,desh bigrekai yastai gas haru le garda ho khelkut matra hoina sabbai xetra yastai vayara bigrexa
291,Anta mug yatro crez xa Nepal ma football ko Tara pani hami khate india sanga jahile harxau,1,anta mug yatro crez xa nepal football ko tara pani hami khate india sanga jahile harxau
292,Yo jimu lai le garda nai ho nepali football ko halat yesto xa aihele samma,1,yo jimu lai le garda nai ho nepali football ko halat yesto xa aihele samma
293,"Xe muji sab ghusiya yr tetroooo paisa FIFA batw ako aru source batw ni aakoxa sab khaya yar sab xeyaa
Alii ali khayarw ali ali development ma lagaidiya ni huni",0,xe muji sab ghusiya yr tetroooo paisa fifa batw ako aru source batw ni aakoxa sab khaya yar sab xeyaa alii ali khayarw ali ali development lagaidiya ni huni
294,Big fan bro,1,big fan bro
295,यिनिहरूको दुबैजना दाजुभाई  गणेश थापा र सागर थापा ले एकजना ले देस लुटने आर्कोले मा ANFA  लुटिराका रैछन । एत्रो बर्ष देखि ।,1,anfa
296,"Nice job bro! aba bato ko thegadar haru ko k issue ho banne bigrinay ani bandai nabanne k issue ho kina karbahi hudaina yesta thegdar lai, k cha political influence yesma please clarify hai",1,nice job bro aba bato ko thegadar haru ko k issue ho banne bigrinay ani bandai nabanne k issue ho kina karbahi hudaina yesta thegdar lai k cha political influence yesma please clarify hai
297,Cricket ko barema ne video banaunu na ,0,cricket ko barema ne video banaunu na
298,Maile fifa uncovered herne bittikai bro lai samjeko thiye ANFA ko bts k hola baneko.,1,maile fifa uncover herne bittikai bro lai samjeko thiye anfa ko bts k hola baneko
299,Thank you.,1,thank
300,Ganesh thapa lai birodh garne haru aaile herr kasto level ma cha nepal football,0,ganesh thapa lai birodh garne haru aaile herr kasto level cha nepal football
301,Sukumbasi ko case ma banauna euta video,1,sukumbasi ko case banauna euta video
302,Esta fatta ra ghuskgori haru le garda aaja Beautiful Nepal ko haalat Bihog vaesakeko cha,1,esta fatta ra ghuskgori haru le garda aaja beautiful nepal ko haalat bihog vaesakeko cha
303,This is why Nepal being worst country,1,nepal bad country
305,Thank you so much,1,thank much
306,Ganesh Thapa choooooor hooooo,1,ganesh thapa choooooor hooooo
307,Hello,1,hello
308,Dandahinta ko parakastha,1,dandahinta ko parakastha
309,Candycrush,1,candycrush
310,Ganesh chor haroo la destroy garyoo,0,ganesh chor haroo la destroy garyoo
311,Rip ganesh  thapa chor,1,rip ganesh thapa chor
312,yo sale lai kina na jhundako purai generation nai kharab garyo football ko talent haru ko!,1,yo sale lai kina na jhundako purai generation nai kharab garyo football ko talent haru ko
313,Chor harule garda ho esto,1,chor harule garda ho esto
314,ganesh thapa sir chorr,1,ganesh thapa sir chorr
315,enki ama ka poi yestai hun raja,0,enki ama ka poi yestai hun raja
317,Daju bhai chor ho,1,daju bhai chor ho
318,Thank you Dipesh.,1,thank dipesh
319,F n,1,f n
320,Political,1,political
321,कुनैपनि एन्फा पदाधिकारी चोखो छैन। गणेशे मुजि त १ नं भ्रष्टाचारि हो। त्यसलाई बचाउने कमले यो पटक चुनावमा गेडा च्याप्योKarma,1,karma
