,comments,sentiments,clean_comments
174,Dipesh bro isareal ko vdeo banaunu hai ma tah fan vaye yo desh ko technology ra mossad vanne agency dekhera ,1,dipesh bro isareal ko vdeo banaunu hai tah fan vaye yo desh ko technology ra mossad vanne agency dekhera
175,Very well explained,1,well explain
176,hope you will get 100k subs soon.,1,hope get 100k sub soon
177,This is all because of unemployment of our country Nepal.,0,unemployment country nepal
179,I’m in Austria under student visa . Please Mero Nepali brother and sister come here through legal entry .,1,i m austria student visa please mero nepali brother sister come legal entry
180,Content ,1,content
181,Bro I like your content man. Can we collaborate?,1,bro like content man collaborate
182,Adios guys I'm off to us now ,1,adios guy im u
183,My Friends also have gone to USA like this,0,friend also go usa like
184,The Nepali comment one of my favorites channel these dayzz,1,nepali comment one favorites channel dayzz
186,"Sunda daar lagdo, risky cha tarah afno better livelihood ko lagi yo risk easyily comepete garinxa jasto himmat aauxa ️",1,sunda daar lagdo risky cha tarah afno good livelihood ko lagi yo risk easyily comepete garinxa jasto himmat aauxa
187,correction.. they will not get even min wages .. that all depend on employer .. they will get more less then legal minimum wages.. Good Job,1,correction get even min wage depend employer get less legal minimum wage good job
188,Dai every 7 day ma vedio dinuna kamse kam vadi ma day by bay,1,dai every 7 day vedio dinuna kamse kam vadi day bay
189,Thank you for this information,1,thank information
190,dai 100k chadai hos ani mero 1k good luck,1,dai 100k chadai ho ani mero 1k good luck
191,"यो हाम्रो दोष हैन नेतृत्वको दोष हो । 
#No_not_again",1,nonotagain
192,America ma xiresi pugyo. You will easily get a job bina documents,1,america xiresi pugyo easily get job bina document
193,Missing our king,1,miss king
194,"Afno desh ma kam xaina kam vayeni paisa deroi xaina tesori afno jyan jhokhim ma rakhera hidne haru ko ni xutai katha xa .
Desh ko halat thik vaye sab jana le ramro job paye ysto kai kura hunthena hola
#merodeshbirami",1,afno desh kam xaina kam vayeni paisa deroi xaina tesori afno jyan jhokhim rakhera hidne haru ko ni xutai katha xa desh ko halat thik vaye sab jana le ramro job paye ysto kai kura hunthena hola merodeshbirami
196,"30-40 lakh tirera afno jhyan jokhim rakhera kina jane hola yasari..uta puge ni kai document hudaina ani lukera basnu parxa, tyo afno kharxa bhako paisa ni firta audaina.....tyo paisa le ta baru nepal mai kai garna sakinxa...maile ni dherai suneko chu i have some relatives at america, dherai chan yesari gaka ani lukera kam garxa ani nepal farkinu manlagne manche haru ni farkinu paudaina utai adkinchan.",1,3040 lakh tirera afno jhyan jokhim rakhera kina jane hola yasariuta puge ni kai document hudaina ani lukera basnu parxa tyo afno kharxa bhako paisa ni firta audainatyo paisa le ta baru nepal mai kai garna sakinxamaile ni dherai suneko chu relatives america dherai chan yesari gaka ani lukera kam garxa ani nepal farkinu manlagne manche haru ni farkinu paudaina utai adkinchan
197,"what is their mission in their life either I die or I enter other country .
I understand that in this video",1,mission life either die enter country understand video
198,salute for ur hard work brotheer,1,salute ur hard work brotheer
199,People are saying that oh so risky don’t try to do that it will harm you stay in Nepal and do something fuck you the deep reality is that even if you work in Nepal 14 hours a day you will get only 10k salary and a lot of mental stress. the politics and the owners and other people don’t give a fuck. Your society always compare you with them who went to aboard that’s the reality and that’s the truth. If you want to know how they treat you to check the airport security if your going to aus usa uk or Europe country they will treat you differently then gulf country. If you stay in Nepal for too long boi the low income people either start to steal or they will suicide. And this is reality,1,people say oh risky don t try harm stay nepal something fuck deep reality even work nepal 14 hour day get 10k salary lot mental stress politics owner people don t give fuck society always compare go aboard that s reality that s truth want know treat check airport security go aus usa uk europe country treat differently gulf country stay nepal long boi low income people either start steal suicide reality
200,The person who are willing to pay upto the north of 50 lakh despite knowing danger ahead and if gets return or death don't gets my sympathy...  For That much amount you can start a business with careful planning and can settle for life in their own country,1,person willing pay upto north 50 lakh despite know danger ahead get return death dont get sympathy much amount start business careful planning settle life country
201,Why is  this things going on from Nepal??,1,thing go nepal
202,Qualtiy content,1,qualtiy content
203,NRNA ko former president Kumar Panta ko story pani interesting cha… one of his relatives told me,1,nrna ko former president kumar panta ko story pani interest cha one relatives tell
204,Road to 100k ^.^,1,road 100k
205,Yo sabai credit hamro leader haru lai janxa  aba ramro choose garera vote halnu prxa sarai dukha lgyo yo video herda,1,yo sabai credit hamro leader haru lai janxa aba ramro choose garera vote halnu prxa sarai dukha lgyo yo video herda
206,You are the best,1,best
207,It's worth it. Nepal ta hell ho.,1,worth nepal ta hell ho
208,nepal ko middle class uppeer class ko video banau nu pario data nai chaina how much they earn,0,nepal ko middle class uppeer class ko video banau nu pario data nai chaina much earn
209,Des bigraue vany ra yesari jadai Garda zhan des ko bary ma soch nay bedesi ko soch ra nepali passport valueless hudai ga xa ,1,de bigraue vany ra yesari jadai garda zhan des ko bary soch nay bedesi ko soch ra nepali passport valueless hudai ga xa
210,big fan,1,big fan
211,Hijo aaja sabai vanda dherai hamrai gau bata janxan holaharek ghar bata tapaiko video dekhiyako yauta dai Ahile greencard paisake yatra garo xa but pugirako xan sabaijana dhilo chado achel,1,hijo aaja sabai vanda dherai hamrai gau bata janxan holaharek ghar bata tapaiko video dekhiyako yauta dai ahile greencard paisake yatra garo xa pugirako xan sabaijana dhilo chado achel
212,Yeti dukha kasta garnu vanda tw nepal mai dukha struggle garnuhos ra thorai dherai paisa kamaunu hos. J jati x afu snga tehimai khusi huna siknuhos jati sapana safalta hasil garey ni jhan jhan rahar ra chahana baddai janx lop ley lap lap ley bilap vaney jhai ..marera jada k nai lana payinx ra..,1,yeti dukha kasta garnu vanda tw nepal mai dukha struggle garnuhos ra thorai dherai paisa kamaunu ho j jati x afu snga tehimai khusi huna siknuhos jati sapana safalta hasil garey ni jhan jhan rahar ra chahana baddai janx lop ley lap lap ley bilap vaney jhai marera jada k nai lana payinx ra
213,dash ramro vaideko va kina yetro dukha garteha holan,1,dash ramro vaideko va kina yetro dukha garteha holan
215,यथार्थ यै हो जुन भिडिओ ले देखाउछ europ को सपनामा turkey देखि illigal जानेमा क्यै ले ज्यान गुमाय कयौ महिला बलात्कार भय कति अपरण मा परे अनि फिरती रकम लाखौ गुमाय पिडा सारो छ यो यात्रा कठिन छ तसर्थ जानु भाँडा पहिला प्रलोभन मा नाफस्नु होला राम्ररी सोच्नुहोला ,1,europ turkey illigal
216,mero ghar xeuko dai pani america jane bhanera janu bhathyo he is lost eversince he left noone knows his whereabouts...,1,mero ghar xeuko dai pani america jane bhanera janu bhathyo lose eversince leave noone know whereabouts
217,Wow thanks of hidden info now we friends will try ....this hidden journey...n inform u when we will reach,1,wow thanks hide info friend try hidden journeyn inform u reach
218,What's the main reason for Going abroad in that way?I have been to UK  I didn't see any extra ordinary things over there.Please do not waste your life in that way.,0,whats main reason go abroad wayi uk didnt see extra ordinary thing thereplease waste life way
219,Very true,1,true
220,"awesome, what’s your name? ",1,awesome what s name
221,very sad ,0,sad
222,Dami daiii,1,dami daiii
223,Came to chat man! In insta,1,come chat man insta
224,Wow just amazing eye opening video,1,wow amaze eye opening video
225,"i was the 12,000th like! keep up the good work dipesh!",1,12000th like keep good work dipesh
226,USA ma ta guarantee nai hunxa jasto lagyo dukha pako suneko chaina kaile ni baru Portugal chai hola,1,usa ta guarantee nai hunxa jasto lagyo dukha pako suneko chaina kaile ni baru portugal chai hola
227,Rather than giving 40-50 lakhs to agents to travel illegally it is easier to study engineering or nursing and migrate to australia.,0,rather give 4050 lakhs agent travel illegally easy study engineering nursing migrate australia
228,"Hamro Nepal ma yo vram cha ki, Nepal bahek aru desh(especially western countries)ma paisa khan-khani payincha! - Yo jhoot khabar, lack of good education le Nepali youth ko mind bigareerako cha: USA, UK, FRANCE, SPAIN, etc ma kasto SLUM, GARIBI, DISCRIMINATION, RACISM kasto daar lagdo cha vanne thaha chaina,.......aahile ko yug ma haat-haat ma mobile cha, Internet cha, afai research garnuhos, aru ko social media ma ramro photo daekera jealous vayera afno Swarga jasto desh chodera, afno matra navai, purai aaune naya NEPALI GENERATION KOI future lai harm nahos...JAI NEPAL! 🇳🇵",1,hamro nepal yo vram cha ki nepal bahek aru deshespecially western countriesma paisa khankhani payincha yo jhoot khabar lack good education le nepali youth ko mind bigareerako cha usa uk france spain etc kasto slum garibi discrimination racism kasto daar lagdo cha vanne thaha chainaaahile ko yug haathaat mobile cha internet cha afai research garnuhos aru ko social medium ramro photo daekera jealous vayera afno swarga jasto desh chodera afno matra navai purai aaune naya nepali generation koi future lai harm nahosjai nepal
229,Koi xa Europe illegally laneya .?,1,koi xa europe illegally laneya
230,Waiting bro,1,wait bro
232,Thanks,1,thanks
233,Kasto garo gari janu parna rahaxa yo vanda ta Nepal ma ni basara Kam garako ramaro ,1,kasto garo gari janu parna rahaxa yo vanda ta nepal ni basara kam garako ramaro
234,"Hamro Neta harule garda aaja hami Nepali ko yesto halat vako xa. 
#NoNotAgain",1,hamro neta harule garda aaja hami nepali ko yesto halat vako xa nonotagain
235,Baphre!️,1,baphre
236,"10-15 lakh paisa, plus 2 education, English ma conversation garna sakne le sajilai legally Schengen aauna sakchha. 50 laakh kharcha garnu bhanda ta as a student Schengen aako raamro. Mahinako 2 lakh plus Nepali ma kamai hunchha. Yestari jyaan jokhim ma paarnu bhanda ma sikai dinxu tarika",1,1015 lakh paisa plus 2 education english conversation garna sakne le sajilai legally schengen aauna sakchha 50 laakh kharcha garnu bhanda ta student schengen aako raamro mahinako 2 lakh plus nepali kamai hunchha yestari jyaan jokhim paarnu bhanda sikai dinxu tarika
237,40 dekhi 55 lakh samma dalaal lai diyera america jane 20 25 jana ta maile nai veteko xu.. uniharu madhye 3 jana le jyan gumaye laas ni firta payenan family le.. tetro 40 50 lakh le ta afnai desh ma kei garnu ni khai buddhi...,1,40 dekhi 55 lakh samma dalaal lai diyera america jane 20 25 jana ta maile nai veteko xu uniharu madhye 3 jana le jyan gumaye laas ni firta payenan family le tetro 40 50 lakh le ta afnai desh kei garnu ni khai buddhi
238,Indian haru cycle ma tarkari bechera Afno Nepal ma baseko kharcha samma katera 20000+ Indian rupees saving garera Nepal bata India pathauxan... Ani hami Nepali lai jahelay maya bidesh KO ra Nepal ma kei hunna bhanni Soch... Garo cha,1,indian haru cycle tarkari bechera afno nepal baseko kharcha samma katera 20000 indian rupee save garera nepal bata india pathauxan ani hami nepali lai jahelay maya bidesh ko ra nepal kei hunna bhanni soch garo cha
239,Im happy in dubai,0,im happy dubai
241,i am that guy on zoom video aarey kya,1,guy zoom video aarey kya
242,"Shit  man .
mah nii Portugal jana lagya theya yesari naie ",1,shit man mah nii portugal jana lagya theya yesari naie
243,I am on the way brother,1,way brother
244,It’s most important news you displayed,1,it s important news display
245,Good information,1,good information
246,Well the vedio information is quite not up to date,1,well vedio information quite date
247,"https://en.wikipedia.org/wiki/2010_San_Fernando_massacre

https://en.wikipedia.org/wiki/2011_San_Fernando_massacre
Ani Kati illegal immigrants haru lai Mexico ko cartel le pani mareka chan",1,httpsenwikipediaorgwiki2010sanfernandomassacre httpsenwikipediaorgwiki2011sanfernandomassacre ani kati illegal immigrant haru lai mexico ko cartel le pani mareka chan
248,"Hamro rukum tira ekdam dherai janxan illegal america .. Hamro gaau ma nai 10,,15 jana gaisakeka xan",1,hamro rukum tira ekdam dherai janxan illegal america hamro gaau nai 1015 jana gaisakeka xan
249,"Yestari US, Australia aunu vanda baru afnai desh ma kehi gara sathi ho. Dherai yestari ayeko veteko chu ra uni haru ko health khatam cha, kati bato mai mare. Baru school padhera exam diyera mehanat garera aunus vanchu.",1,yestari u australia aunu vanda baru afnai desh kehi gara sathi ho dherai yestari ayeko veteko chu ra uni haru ko health khatam cha kati bato mai mare baru school padhera exam diyera mehanat garera aunus vanchu
250,why would you expose yourself on social media,1,would expose social medium
251,Now about A division league  club their  owner and  earnings ️,1,division league club owner earnings
252,"Sabai yo desh ko politician le garda ho..etro dukha garera, aafno jyan ko baaji rakhera tyo garnu vhanda baru Nepal ma aafno desh ma aandolan garnu ra yo buda bhrasta neta lai hataau..kasari huncha voting ko bela farka..ya thulo aandolan aba garna jaruri cha.",1,sabai yo desh ko politician le garda hoetro dukha garera aafno jyan ko baaji rakhera tyo garnu vhanda baru nepal aafno desh aandolan garnu ra yo buda bhrasta neta lai hataaukasari huncha vote ko bela farkaya thulo aandolan aba garna jaruri cha
253,Kina vanne Kura ta clear xa ni Nepal ma vabisy andhakaar ma xa dhukka xa ani subidha thorai xa.,1,kina vanne kura ta clear xa ni nepal vabisy andhakaar xa dhukka xa ani subidha thorai xa
254,Indian blockade 2015 Ani pahila ko video banam.,0,indian blockade 2015 ani pahila ko video banam
255,"Hamro desh ko halat ramro vako vaya yesto hudaina thiyo, desh bechi sako neta haru la",1,hamro desh ko halat ramro vako vaya yesto hudaina thiyo desh bechi sako neta haru la
256,Mero uncle Pani gayeko 2 barsa vayo Tara Dunga paltera bepatta vayeko Khabar aayo Aru kehi information xaina,1,mero uncle pani gayeko 2 barsa vayo tara dunga paltera bepatta vayeko khabar aayo aru kehi information xaina
257,Ma ta portugal pugo sake hai ,0,ta portugal pugo sake hai
258,Hamro Gau nai rittisakyo yo bato USA jada jada,1,hamro gau nai rittisakyo yo bato usa jada jada
259,Love react dinu naa bro,1,love react dinu naa bro
260,Illegal stuffs lai promo grnu hunna hai,0,illegal stuff lai promo grnu hunna hai
261,Rukum jajaarkot rolpa Ra teta paschim bata dherai America Jane garcha for the better life. Kinabhane yo desh maa opportunity nabhayeraaa.,1,rukum jajaarkot rolpa ra teta paschim bata dherai america jane garcha well life kinabhane yo desh maa opportunity nabhayeraaa
262,Ekdum ramro video,1,ekdum ramro video
263,"Nepal ma garne taw ho ...
Tara garne k bato k ? Ma sanga degree taw xa Tara haat ma kunai sip xaina ....",1,nepal garne taw ho tara garne k bato k sanga degree taw xa tara haat kunai sip xaina
264,Its real worthless yaso paxadi herda.. many years working hard and making money collecting money paid 10 minimum to 20 25 lakh ani yai W.p immigration paunu lae kam wages ma ani jindagi ko riak liyera garchan manxe le yo bhanda boru kam lagat ma 1 to 2 lakh samm ma investment garera qatar dubai Malaysia jada uuchit huncha. Think nicely  jay Nepal 🇳🇵,1,real worthless yaso paxadi herda many year work hard make money collect money pay 10 minimum 20 25 lakh ani yai wp immigration paunu lae kam wage ani jindagi ko riak liyera garchan manxe le yo bhanda boru kam lagat 1 2 lakh samm investment garera qatar dubai malaysia jada uuchit huncha think nicely jay nepal
265,But now Croatia is also schengen,1,croatia also schengen
266,Informative,1,informative
267,Des ko rajniti ramro xyna k garnu badhyata xa sun ko,1,de ko rajniti ramro xyna k garnu badhyata xa sun ko
268,"Atro dukha garera atro badha jelera k tei desh haru gaye matra ramro ho ta.
Kehi thorai dukha nepal mai garidinus sabai nepal mai xa",1,atro dukha garera atro badha jelera k tei desh haru gaye matra ramro ho ta kehi thorai dukha nepal mai garidinus sabai nepal mai xa
270,Nice video,1,nice video
271,Dang bata nai holaan sabai vanda badhi USA jaani haru … harek ghar bata ek jana hunxan,0,dang bata nai holaan sabai vanda badhi usa jaani haru harek ghar bata ek jana hunxan
272,Best channel,1,best channel
273,Ramro jaankaari,1,ramro jaankaari
274,Ek janna le 15 20 lakh garna hune tara Nepal ma tai paisaa le kehi business garxu vanne aatt naaune!! Hait toit,1,ek janna le 15 20 lakh garna hune tara nepal tai paisaa le kehi business garxu vanne aatt naaune hait toit
275,Desh Hunu Paryo Nii Ramro Ghar Family palna Laghi Tw risk uthaunu Paryo Tw Tmy Jasto chair ma Basey Rw bhuknu Tw bhayana Nii Aani America Jasto Powerful Country Jana risky Tw Bhaihalxa Nii risk na Leunay Bhya Tw India Gaya Bhyo Tw.   Chair Ma Basey Rw Dherrai nabhukha Bro family lie palna Laghi Rw Aauney generation Aafno Ramro Thau ma Bitos Teni Haru ko life Bhaney Rw Hoo risk leya Rw illegally Janey Tmy Jasto chair ma Basey Rw bhuknu Bhanda Tehi risk leya Rw illegally Janey Thik Xa,1,desh hunu paryo nii ramro ghar family palna laghi tw risk uthaunu paryo tw tmy jasto chair basey rw bhuknu tw bhayana nii aani america jasto powerful country jana risky tw bhaihalxa nii risk na leunay bhya tw india gaya bhyo tw chair basey rw dherrai nabhukha bro family lie palna laghi rw aauney generation aafno ramro thau bitos teni haru ko life bhaney rw hoo risk leya rw illegally janey tmy jasto chair basey rw bhuknu bhanda tehi risk leya rw illegally janey thik xa
276,Desh gatilo vako vaye... Kina janma thailo chodnu parthyo ra!!,0,desh gatilo vako vaye kina janma thailo chodnu parthyo ra
277,How the hell its illegal to go from one place to another? Our earth is not the personal property. Its the common home of every living creatures. So its right of every living creatures to go from one place to another.,1,hell illegal go one place another earth personal property common home every living creature right every living creature go one place another
278,aafno desh jasto sorga khii xaenw aafnai desh ma kam garum gare j pani hunxa,1,aafno desh jasto sorga khii xaenw aafnai desh kam garum gare j pani hunxa
279,Dai chahe Nepal mai ho??,1,dai chahe nepal mai ho
280,Kehi dikkat huna,1,kehi dikkat huna
281,Nice,1,nice
282,Nice topic,1,nice topic
283,Osama bin Laden ko bare vedio banam na bro,1,osama bin laden ko bare vedio banam na bro
284,Sathy haru yesare naii Croatia dekhe vagera Portugal kaka puge aafu vane khadee ma basera yo video herdai xu ,1,sathy haru yesare naii croatia dekhe vagera portugal kaka puge aafu vane khadee basera yo video herdai xu
285,Mero ekjana saathi ni 2month bayo illegally yesari gayeko aile mexico ma xa,1,mero ekjana saathi ni 2month bayo illegally yesari gayeko aile mexico xa
286,Mangsir 4 ma afno chhora chhori lai yesari bidesh jana naparne gari vote garnus.,1,mangsir 4 afno chhora chhori lai yesari bidesh jana naparne gari vote garnus
287,Mangsir 4 ma afno chhora chhori lai yesari bidesh jana naparne gari vote garnus.,1,mangsir 4 afno chhora chhori lai yesari bidesh jana naparne gari vote garnus
289,Working visa ma jada vai halyo ni..k bheda ko chal ho yo,0,work visa jada vai halyo nik bheda ko chal ho yo
290,"Aba nepalmai basera khi garna sakidaina, sab neta le desh sake, ani tinai netalai 50 years dekhi vote halchan Veda janta haru, ani gadha le dukha napaye kasle paune",1,aba nepalmai basera khi garna sakidaina sab neta le desh sake ani tinai netalai 50 year dekhi vote halchan veda janta haru ani gadha le dukha napaye kasle paune
291,If want go america when i got visa not just some ****alien way,1,want go america get visa alien way
292,"Dhruv Rathee ko yad aayo
yestai new topic ma ajhai sunna paiyos daju",1,dhruv rathee ko yad aayo yestai new topic ajhai sunna paiyos daju
293,Noted,1,note
294,another amaing vid,1,another amaing vid
295,I seen 15to20 people in Dubai they pey agent per person 50lakh Nepali Rs to going America though this way foolish people,1,see 15to20 people dubai pey agent per person 50lakh nepali r go america though way foolish people
296,Yeti mehenat Nepal Mai garya kei hunthyo ki,1,yeti mehenat nepal mai garya kei hunthyo ki
298,Yo yatra ma 100% loss nai cha .,1,yo yatra 100 loss nai cha
299,"Yesta bhaguwa muji haru ko lai video nabanaye huncha bro. They are a waste themselves and you shouldn't waste your time on these kind of useless, mindless individuals.",1,yesta bhaguwa muji haru ko lai video nabanaye huncha bro waste shouldnt waste time kind useless mindless individual
300,Donkey process is foolishness......dont waste your money and life.....live in Nepal and develope Nepal ,0,donkey process foolishnessdont waste money lifelive nepal develope nepal
301,aaila mw basi rako tham  bur dubai ma 5000+ nepali xa yha visit ma aaya rw brazil ko transit rakha rw tya bata hidey rw us janey haru,1,aaila mw basi rako tham bur dubai 5000 nepali xa yha visit aaya rw brazil ko transit rakha rw tya bata hidey rw u janey haru
302,Kathai mero desh,1,kathai mero desh
303,Nice bhai,1,nice bhai
304,"Mero dai ko sathi pani 45 lakh ma illegal gako xa usa
Daaku haru ley sabai lutdinxan kattu samet",1,mero dai ko sathi pani 45 lakh illegal gako xa usa daaku haru ley sabai lutdinxan kattu samet
305,America ra Europe jana lai pahila consultancy bujhera jana parcha️,0,america ra europe jana lai pahila consultancy bujhera jana parcha
307,This video was so disturbing to watch just had to stop the video at so many points.,1,video disturb watch stop video many point
308,"Mero neighbour pani yesari pani america nai pugyoo
Pokhara ma dherai jana yesari nai gairaxan",1,mero neighbour pani yesari pani america nai pugyoo pokhara dherai jana yesari nai gairaxan
309,dai tapai yesto background music kaha bata tannanu hunxa vannu na   pleasee,1,dai tapai yesto background music kaha bata tannanu hunxa vannu na pleasee
310,Mug padnu mahanat garnu xoena ckney life risk lenu chai ready huncha Nepali hru Tara ramro tarika le experience badaunu wah padnu tespoxi thulo sapana dhaknu parcha mahanat le mug hru malie tah ris uthcha afnai desh ko manxe hru sang,1,mug padnu mahanat garnu xoena ckney life risk lenu chai ready huncha nepali hru tara ramro tarika le experience badaunu wah padnu tespoxi thulo sapana dhaknu parcha mahanat le mug hru malie tah ri uthcha afnai desh ko manxe hru sang
311,Mo US gako ho illegally jati vaninxa teti khatra pani xaina… panama jungle 2/3 matra hoo hidne … hajur le vanne ko batoo ahile ko ho pahile tiyoo batoo hudai jadina the South America samma…,1,mo u gako ho illegally jati vaninxa teti khatra pani xaina panama jungle 23 matra hoo hidne hajur le vanne ko batoo ahile ko ho pahile tiyoo batoo hudai jadina south america samma
312,Paisako Lagi kina janu paryoo katha morey hunxa ..,1,paisako lagi kina janu paryoo katha morey hunxa
313,How fast video sakiyo,0,fast video sakiyo
314,Yo aune chunab ma afno vote sochera dinu hola chor neta haru le garda desh xodnu naparosh,1,yo aune chunab afno vote sochera dinu hola chor neta haru le garda desh xodnu naparosh
315,Laane agents pani ta hamrai nepali chor haru ta ho,1,laane agent pani ta hamrai nepali chor haru ta ho
316,Dv vareko ta मतलबै भएन नी,1,dv vareko ta
317,Bhutanese refugee are all almost US citizen now.,1,bhutanese refugee almost u citizen
318,One  my subscriber  for you  affert  yestai  video banaudai  janu,1,one subscriber affert yestai video banaudai janu
319,US jana kati samma kharcha huncha,1,u jana kati samma kharcha huncha
320,US jana kati samma kharcha huncha,1,u jana kati samma kharcha huncha
321,Don't worry risk liyera hinda kehe hunna,1,dont worry risk liyera hinda kehe hunna
323,Oe bhai yo video Aja voli ko video Hoina 7 years agadi ko manxi lai ullu banauxas muji,1,oe bhai yo video aja voli ko video hoina 7 year agadi ko manxi lai ullu banauxas muji
324,"YO SAB VIDEOS HARU ENGLISH MA DUB GARERA HALNA PARYO ARKO CHANNEL MA, RAMRO CHALXA",0,yo sab video haru english dub garera halna paryo arko channel ramro chalxa
325,Go to portugal or malta. Get a TR. then visitmexico and jump the trump wall,1,go portugal malta get tr visitmexico jump trump wall
326,"Such a risk is worth taking rather staying in corrupt, nepotistic and politically unstable country like Nepal.",1,risk worth take rather stay corrupt nepotistic politically unstable country like nepal
327,"I felt the title used in this video really a poor choice of words. ""How to reach, illegally and risking your life "" are you trying to give a tutorial?",0,felt title use video really poor choice word reach illegally risk life try give tutorial
328,No it's not worth it....,1,worth
329,"यस्तो जटिल यात्राको बारेमा अध्ययन अलिकति पनि पुगेन। अलि धेरै मेहनत गरेर अलि राम्रो vdo बनाउनु पर्यो भाई। यो एकदमै सतही VDO भयो। पोर्चुगल मा कुनै तथ्य बिना 50 हजार नेपाली छन् सम्म भनेको सुनियो, यो अलि बढी नै भयेन र सायद अहिले सम्म कै कमजोर प्रस्तुति भयो यो।",0,vdo vdo 50
330,Yesari janey pagal haru hun,1,yesari janey pagal haru hun
331,Katti xan xan,1,katti xan xan
332,"Rahar le gako ho bro tya 
Bhadyata t khadi ho",1,rahar le gako ho bro tya bhadyata khadi ho
333,"Ramrari padha kta ho, ramro jaagir khau, sano tino business gara tei ho, yesto kam chai nagara ..",0,ramrari padha kta ho ramro jaagir khau sano tino business gara tei ho yesto kam chai nagara
334,Gretar nepal🇳🇵🇳🇵🇳🇵,1,gretar nepal
335,Mero baba ni yai bato janu vako thiyo,1,mero baba ni yai bato janu vako thiyo
336,Ramchandra 🫵,1,ramchandra
337,Bhai esto video banaayera Nepali ko beijat nagarum ho. Tapai bidesh legally jaanu vayo vaney pani bideshi le haami sabailai hepxa.,1,bhai esto video banaayera nepali ko beijat nagarum ho tapai bidesh legally jaanu vayo vaney pani bideshi le haami sabailai hepxa
338,यो सब bramanbad ley garda हो...  Fuc...... Off Braman,1,bramanbad ley garda fuc braman
339,Tero bau,1,tero bau
